session_id,user_id,role,session_start,session_end,event_count,login_attempts,failed_logins,unique_ips,unique_locations,unique_devices,unique_resources,download_events,upload_events,total_data_mb,max_single_transfer_mb,privileged_actions,is_attack,duration_minutes,start_hour,day_of_week,is_weekend,is_night,failed_login_rate,data_per_event_mb,attack_type,start_hour_deviation,duration_minutes_deviation,event_count_deviation,failed_login_rate_deviation,unique_locations_deviation,unique_devices_deviation,unique_resources_deviation,total_data_mb_deviation,privileged_actions_deviation,behavioral_deviation,personal_history_size,personal_weight,baseline_source,immediate_risk,short_term_risk,medium_term_risk,long_term_risk,persistence_risk,trend_risk,multi_horizon_risk
session_cde44dd84ffe,user_040,finance,2026-06-11 08:16:15,2026-06-11 10:16:15,9,4,0,9,1,1,3,3,2,82.062,25.321,0,0,120.0,8.266666666666667,3,0,0,0.0,9.118,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,cold_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0
session_267b1c60df6a,user_051,analyst,2026-06-11 08:17:49,2026-06-11 14:29:49,22,5,0,22,1,1,4,6,0,39.801,10.314,0,0,372.0,8.283333333333333,3,0,0,0.0,1.809136363636364,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,cold_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0
session_0b3badbe6689,user_029,admin,2026-06-11 08:20:25,2026-06-11 10:12:25,10,3,0,10,1,1,5,0,0,0.0,0.0,2,0,112.0,8.333333333333334,3,0,0,0.0,0.0,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,cold_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0
session_2496af372b69,user_018,developer,2026-06-11 08:21:15,2026-06-11 14:11:15,22,6,0,22,1,1,5,0,0,0.0,0.0,0,0,350.0,8.35,3,0,0,0.0,0.0,normal,4.0469,1.6422,1.349,0.0,0.0,0.0,0.0,0.0,0.0,0.782,0,0.0,cold_start,32.36,32.36,32.36,32.36,0.0,0.0,27.51
session_1257271fa88f,user_058,hr,2026-06-11 08:23:59,2026-06-11 13:03:59,17,5,0,17,1,1,3,5,0,71.92,19.147,0,0,280.0,8.383333333333333,3,0,0,0.0,4.2305882352941175,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,cold_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0
session_132ddab5edb1,user_006,analyst,2026-06-11 08:26:53,2026-06-11 12:07:53,13,3,0,13,1,1,4,4,0,54.171,18.089,0,0,221.0,8.433333333333334,3,0,0,0.0,4.167,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,cold_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0
session_80a918ef5efe,user_013,hr,2026-06-11 08:33:11,2026-06-11 13:50:11,21,6,0,21,1,1,3,5,0,24.938,9.548,0,0,317.0,8.55,3,0,0,0.0,1.1875238095238094,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,cold_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0
session_12b070358332,user_074,finance,2026-06-11 08:33:16,2026-06-11 11:01:16,12,2,0,12,1,1,3,2,4,23.346,5.781,0,0,148.0,8.55,3,0,0,0.0,1.9455,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,cold_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0
session_843f62d29dc0,user_065,hr,2026-06-11 08:35:32,2026-06-11 12:17:32,13,4,0,13,1,1,3,5,0,60.178,21.973,0,0,222.0,8.583333333333334,3,0,0,0.0,4.629076923076923,normal,1.0117,1.7782,1.349,0.0,0.0,0.0,0.0,1.2047,0.0,0.5937,0,0.0,cold_start,25.68,25.68,25.68,25.68,0.0,0.0,21.83
session_28edab2411f8,user_021,finance,2026-06-11 08:41:18,2026-06-11 16:12:18,24,3,0,24,1,1,3,7,2,52.388,7.833,0,0,451.0,8.683333333333334,3,0,0,0.0,2.1828333333333334,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,cold_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0
session_38890894d585,user_062,hr,2026-06-11 08:41:45,2026-06-11 13:25:45,18,5,0,18,1,1,3,7,0,78.024,16.152,0,0,284.0,8.683333333333334,3,0,0,0.0,4.334666666666667,normal,0.8798,0.285,0.3372,0.0,0.0,0.0,0.0,0.917,0.0,0.2688,0,0.0,cold_start,12.58,12.58,12.58,12.58,0.0,0.0,10.69
session_99ca39078b23,user_049,analyst,2026-06-11 08:49:46,2026-06-11 13:34:46,17,4,0,17,1,1,4,4,0,23.591,8.939,0,0,285.0,8.816666666666666,3,0,0,0.0,1.3877058823529411,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,cold_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0
session_8f2a4e9b3e2d,user_035,admin,2026-06-11 08:51:53,2026-06-11 11:08:53,9,1,0,9,1,1,3,0,0,0.0,0.0,1,0,137.0,8.85,3,0,0,0.0,0.0,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,cold_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0
session_f4f635eee557,user_034,finance,2026-06-11 08:54:16,2026-06-11 14:43:16,24,7,0,24,1,1,3,4,4,59.452,12.945,0,0,349.0,8.9,3,0,0,0.0,2.4771666666666667,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,cold_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0
session_e0f5f705a70b,user_038,developer,2026-06-11 08:55:06,2026-06-11 13:43:06,18,5,0,18,1,1,5,0,0,0.0,0.0,0,0,288.0,8.916666666666666,3,0,0,0.0,0.0,normal,4.4324,0.2659,0.1124,0.0,0.0,0.0,0.0,0.0,0.0,0.5345,0,0.0,cold_start,23.45,23.45,23.45,23.45,0.0,0.0,19.93
session_1bbbafcea7b6,user_028,developer,2026-06-11 08:56:17,2026-06-11 14:09:17,22,7,0,22,1,1,5,0,0,0.0,0.0,0,0,313.0,8.933333333333334,3,0,0,0.0,0.0,normal,2.6418,0.2964,1.349,0.0,0.0,0.0,0.0,0.0,0.0,0.4764,0,0.0,cold_start,21.2,21.2,21.2,21.2,0.0,0.0,18.02
session_b7d1a4ea7b59,user_014,hr,2026-06-11 08:57:38,2026-06-11 11:21:38,10,2,0,10,1,1,3,3,0,25.317,9.203,0,0,144.0,8.95,3,0,0,0.0,2.5317,normal,1.274,4.1696,2.3607,0.0,0.0,0.0,0.0,1.3176,0.0,1.0135,0,0.0,cold_start,39.75,39.75,39.75,39.75,20.0,0.0,35.79
session_3134450ea138,user_044,developer,2026-06-11 09:01:12,2026-06-11 15:09:12,21,4,0,21,1,1,5,0,0,0.0,0.0,0,0,368.0,9.016666666666667,3,0,0,0.0,0.0,normal,2.3723,0.9876,0.5621,0.0,0.0,0.0,0.0,0.0,0.0,0.4358,0,0.0,cold_start,19.58,19.58,19.58,19.58,0.0,0.0,16.64
session_c7420e49c0d3,user_024,hr,2026-06-11 09:04:11,2026-06-11 14:52:11,20,8,0,20,1,1,3,1,0,16.371,16.371,0,0,348.0,9.066666666666666,3,0,0,0.0,0.8185499999999999,normal,1.1563,1.501,0.7869,0.0,0.0,0.0,0.0,0.682,0.0,0.4585,0,0.0,cold_start,20.49,20.49,20.49,20.49,0.0,0.0,17.41
session_5ef8d1b605ba,user_001,finance,2026-06-11 09:04:15,2026-06-11 12:22:15,11,1,0,11,1,1,3,4,3,88.963,18.82,0,0,198.0,9.066666666666666,3,0,0,0.0,8.087545454545454,normal,1.23,0.0899,0.4497,0.0,0.0,0.0,0.0,3.4923,0.0,0.5847,0,0.0,cold_start,25.35,25.35,25.35,25.35,0.0,0.0,21.55
session_feed07f256b1,user_072,hr,2026-06-11 09:06:11,2026-06-11 10:55:11,11,3,0,11,1,1,3,3,0,33.436,15.437,0,0,109.0,9.1,3,0,0,0.0,3.0396363636363635,normal,0.9274,3.1172,1.349,0.0,0.0,0.0,0.0,0.2723,0.0,0.6295,0,0.0,cold_start,27.0,27.0,27.0,27.0,0.0,0.0,22.95
session_0e58226f911c,user_012,analyst,2026-06-11 09:06:47,2026-06-11 15:06:47,23,3,0,23,1,1,4,10,0,47.171,8.182,0,0,360.0,9.1,3,0,0,0.0,2.050913043478261,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,cold_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0
session_4679c2484694,user_016,developer,2026-06-11 09:09:31,2026-06-11 13:35:31,16,3,0,16,1,1,5,0,0,0.0,0.0,0,0,266.0,9.15,3,0,0,0.0,0.0,normal,2.059,0.2393,0.6745,0.0,0.0,0.0,0.0,0.0,0.0,0.3303,0,0.0,cold_start,15.22,15.22,15.22,15.22,0.0,0.0,12.94
session_dcb9285ca5b2,user_027,developer,2026-06-11 09:10:05,2026-06-11 13:03:05,12,2,0,12,1,1,5,0,0,0.0,0.0,0,0,233.0,9.166666666666666,3,0,0,0.0,0.0,normal,1.4569,0.6384,1.7537,0.0,0.0,0.0,0.0,0.0,0.0,0.4277,0,0.0,cold_start,19.25,19.25,19.25,19.25,0.0,0.0,16.37
session_92a9d93c3478,user_039,developer,2026-06-11 09:11:07,2026-06-11 13:11:07,14,2,0,14,1,1,5,0,0,0.0,0.0,0,0,240.0,9.183333333333334,3,0,0,0.0,0.0,normal,1.0879,0.5819,0.8993,0.0,0.0,0.0,0.0,0.0,0.0,0.2855,0,0.0,cold_start,13.3,13.3,13.3,13.3,0.0,0.0,11.31
session_a9cec07f9a9c,user_023,developer,2026-06-11 09:12:22,2026-06-11 14:36:22,18,6,0,18,1,1,5,0,0,0.0,0.0,0,0,324.0,9.2,3,0,0,0.0,0.0,normal,0.7908,0.8263,0.1927,0.0,0.0,0.0,0.0,0.0,0.0,0.2011,0,0.0,cold_start,9.57,9.57,9.57,9.57,0.0,0.0,8.13
session_b29edd7038ad,user_077,admin,2026-06-11 09:13:53,2026-06-11 12:12:53,16,4,0,16,1,1,5,0,0,0.0,0.0,2,0,179.0,9.216666666666669,3,0,0,0.0,0.0,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,cold_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0
session_793406e9a95c,user_066,developer,2026-06-11 09:21:17,2026-06-11 14:39:17,18,2,0,18,1,1,5,0,0,0.0,0.0,0,0,318.0,9.35,3,0,0,0.0,0.0,normal,1.0316,0.4985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0,0.0,cold_start,8.15,8.15,8.15,8.15,0.0,0.0,6.93
session_5973bc98dec9,user_031,developer,2026-06-11 09:25:49,2026-06-11 15:51:49,23,4,0,23,1,1,5,0,0,0.0,0.0,0,0,386.0,9.416666666666666,3,0,0,0.0,0.0,normal,0.9475,1.4351,1.349,0.0,0.0,0.0,0.0,0.0,0.0,0.4146,0,0.0,cold_start,18.72,18.72,18.72,18.72,0.0,0.0,15.91
session_e17d617107f1,user_020,finance,2026-06-11 09:26:03,2026-06-11 14:57:03,20,3,0,20,1,1,3,4,2,113.714,27.015,0,0,331.0,9.433333333333334,3,0,0,0.0,5.6857,normal,1.7395,1.2237,1.2526,0.0,0.0,0.0,0.0,2.256,0.0,0.7191,0,0.0,cold_start,30.2,30.2,30.2,30.2,0.0,0.0,25.67
session_a5868e8b41f1,user_010,finance,2026-06-11 09:27:42,2026-06-11 14:51:42,18,2,0,18,1,1,3,3,2,33.103,14.555,0,0,324.0,9.45,3,0,0,0.0,1.839055555555556,normal,1.349,0.8544,0.4047,0.0,0.0,0.0,0.0,0.786,0.0,0.3771,0,0.0,cold_start,17.18,17.18,17.18,17.18,0.0,0.0,14.61
session_db896d451168,user_045,admin,2026-06-11 09:34:20,2026-06-11 16:07:20,22,1,0,22,1,1,5,0,0,0.0,0.0,4,0,393.0,9.566666666666666,3,0,0,0.0,0.0,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,cold_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0
session_c6c8a607b0dc,user_067,analyst,2026-06-11 09:38:10,2026-06-11 14:50:10,18,5,0,18,1,1,4,4,0,43.098,15.145,0,0,312.0,9.633333333333333,3,0,0,0.0,2.394333333333333,normal,2.1114,0.2428,0.1349,0.0,0.0,0.0,0.0,0.3017,0.0,0.3101,0,0.0,cold_start,14.36,14.36,14.36,14.36,0.0,0.0,12.21
session_2af60016f787,user_003,developer,2026-06-11 09:38:15,2026-06-11 14:27:15,22,7,0,22,1,1,5,0,0,0.0,0.0,0,0,289.0,9.633333333333333,3,0,0,0.0,0.0,normal,1.1331,0.0135,0.8993,0.0,0.0,0.0,0.0,0.0,0.0,0.2273,0,0.0,cold_start,10.74,10.74,10.74,10.74,0.0,0.0,9.13
session_548baa9e9759,user_015,finance,2026-06-11 09:39:15,2026-06-11 12:48:15,11,1,0,11,1,1,3,2,2,16.634,5.327,0,0,189.0,9.65,3,0,0,0.0,1.5121818181818183,normal,1.4473,0.6968,0.7419,0.0,0.0,0.0,0.0,1.0825,0.0,0.4409,0,0.0,cold_start,19.78,19.78,19.78,19.78,0.0,0.0,16.82
session_e13f1aab700e,user_019,developer,2026-06-11 09:39:29,2026-06-11 14:47:29,21,6,0,21,1,1,5,0,0,0.0,0.0,0,0,308.0,9.65,3,0,0,0.0,0.0,normal,1.115,0.2657,0.5781,0.0,0.0,0.0,0.0,0.0,0.0,0.2176,0,0.0,cold_start,10.31,10.31,10.31,10.31,0.0,0.0,8.76
session_91eb7de95cad,user_080,hr,2026-06-11 09:42:46,2026-06-11 13:31:46,13,5,0,13,1,1,3,1,0,11.602,11.602,0,0,229.0,9.7,3,0,0,0.0,0.8924615384615385,normal,1.7308,0.568,0.6745,0.0,0.0,0.0,0.0,0.645,0.0,0.402,0,0.0,cold_start,18.21,18.21,18.21,18.21,0.0,0.0,15.48
session_1607021f3a31,user_030,hr,2026-06-11 09:43:58,2026-06-11 14:55:58,19,4,0,19,1,1,3,6,0,65.917,13.544,0,0,312.0,9.716666666666669,3,0,0,0.0,3.469315789473684,normal,1.5816,1.0117,0.6745,0.0,0.0,0.0,0.0,1.9967,0.0,0.5849,0,0.0,cold_start,25.36,25.36,25.36,25.36,0.0,0.0,21.55
session_5a8cae8d1734,user_036,developer,2026-06-11 09:47:24,2026-06-11 12:35:24,10,2,0,10,1,1,5,0,0,0.0,0.0,0,0,168.0,9.783333333333331,3,0,0,0.0,0.0,normal,1.2928,1.6656,1.7986,0.0,0.0,0.0,0.0,0.0,0.0,0.5286,0,0.0,cold_start,23.23,23.23,23.23,23.23,0.0,0.0,19.74
session_3e9f02bf4adb,user_070,admin,2026-06-11 09:48:08,2026-06-11 13:23:08,13,3,0,13,1,1,5,0,0,0.0,0.0,2,0,215.0,9.8,3,0,0,0.0,0.0,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,cold_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0
session_3146fd27b8b5,user_043,hr,2026-06-11 09:49:24,2026-06-11 14:54:24,22,5,0,22,1,1,3,7,0,50.429,10.175,0,0,305.0,9.816666666666666,3,0,0,0.0,2.292227272727273,normal,1.7737,0.5396,1.0599,0.0,0.0,0.0,0.0,0.6771,0.0,0.45,0,0.0,cold_start,20.15,20.15,20.15,20.15,0.0,0.0,17.13
session_84ada3cb28ab,user_037,developer,2026-06-11 09:51:29,2026-06-11 13:45:29,15,3,0,15,1,1,5,0,0,0.0,0.0,0,0,234.0,9.85,3,0,0,0.0,0.0,normal,1.1708,0.7426,0.5781,0.0,0.0,0.0,0.0,0.0,0.0,0.2768,0,0.0,cold_start,12.92,12.92,12.92,12.92,0.0,0.0,10.99
session_4d1818e06e53,user_048,developer,2026-06-11 09:52:47,2026-06-11 11:49:47,10,3,0,10,1,1,5,0,0,0.0,0.0,0,0,117.0,9.866666666666667,3,0,0,0.0,0.0,normal,1.0001,2.3068,1.7986,0.0,0.0,0.0,0.0,0.0,0.0,0.5673,0,0.0,cold_start,24.7,24.7,24.7,24.7,0.0,0.0,20.99
session_31764449a543,user_017,admin,2026-06-11 09:53:18,2026-06-11 13:08:18,14,2,0,14,1,1,5,0,0,0.0,0.0,2,0,195.0,9.883333333333333,3,0,0,0.0,0.0,normal,1.2263,0.2569,0.2248,0.0,0.0,0.0,0.0,0.0,0.0,0.1898,0,0.0,cold_start,9.05,9.05,9.05,9.05,0.0,0.0,7.7
session_1c4baf4ec268,user_033,developer,2026-06-11 09:59:56,2026-06-11 13:07:56,13,1,0,13,1,1,4,0,0,0.0,0.0,0,0,188.0,9.983333333333333,3,0,0,0.0,0.0,normal,1.1513,1.322,0.9636,0.0,0.0,0.0,1.0,0.0,0.0,0.493,0,0.0,cold_start,21.85,21.85,21.85,21.85,0.0,0.0,18.57
session_c68bc0d6fb7f,user_063,finance,2026-06-11 10:00:01,2026-06-11 14:07:01,18,4,0,18,1,1,3,3,5,41.546,7.956,0,0,247.0,10.0,3,0,0,0.0,2.3081111111111112,normal,1.3911,0.2773,0.5059,0.0,0.0,0.0,0.0,0.2518,0.0,0.2696,0,0.0,cold_start,12.61,12.61,12.61,12.61,0.0,0.0,10.72
session_2f0683a29eed,user_079,developer,2026-06-11 10:00:03,2026-06-11 14:01:03,16,2,0,16,1,1,5,0,0,0.0,0.0,0,0,241.0,10.0,3,0,0,0.0,0.0,normal,1.1629,0.5801,0.3372,0.0,0.0,0.0,0.0,0.0,0.0,0.2311,0,0.0,cold_start,10.91,10.91,10.91,10.91,0.0,0.0,9.28
session_ec5f72c5bf2d,user_054,developer,2026-06-11 10:03:09,2026-06-11 12:26:09,10,5,0,10,1,1,5,0,0,0.0,0.0,0,0,143.0,10.05,3,0,0,0.0,0.0,normal,1.0896,2.0949,1.1804,0.0,0.0,0.0,0.0,0.0,0.0,0.485,0,0.0,cold_start,21.53,21.53,21.53,21.53,0.0,0.0,18.3
session_d8f1b97af1bc,user_059,analyst,2026-06-11 10:06:24,2026-06-11 14:57:24,21,6,0,21,1,1,4,7,0,60.434,16.589,0,0,291.0,10.1,3,0,0,0.0,2.877809523809524,normal,2.4364,0.0749,0.5246,0.0,0.0,0.0,0.0,2.7665,0.0,0.6447,0,0.0,cold_start,27.56,27.56,27.56,27.56,0.0,0.0,23.42
session_fd82ef3b71a3,user_057,developer,2026-06-11 10:08:33,2026-06-11 14:08:33,18,4,0,18,1,1,5,0,0,0.0,0.0,0,0,240.0,10.133333333333333,3,0,0,0.0,0.0,normal,1.0679,0.3372,0.3372,0.0,0.0,0.0,0.0,0.0,0.0,0.1936,0,0.0,cold_start,9.23,9.23,9.23,9.23,0.0,0.0,7.84
session_92724d6dd930,user_004,developer,2026-06-11 10:13:20,2026-06-11 16:07:20,24,7,0,24,1,1,5,0,0,0.0,0.0,0,0,354.0,10.216666666666669,3,0,0,0.0,0.0,normal,1.1062,1.1892,1.1804,0.0,0.0,0.0,0.0,0.0,0.0,0.3862,0,0.0,cold_start,17.56,17.56,17.56,17.56,0.0,0.0,14.93
session_8818caab6a4d,user_026,analyst,2026-06-11 10:22:16,2026-06-11 16:45:16,22,8,0,22,1,1,4,7,0,56.823,11.141,0,0,383.0,10.366666666666667,3,0,0,0.0,2.5828636363636366,normal,1.9602,0.8993,0.6745,0.0,0.0,0.0,0.0,1.7858,0.0,0.5911,0,0.0,cold_start,25.59,25.59,25.59,25.59,0.0,0.0,21.75
session_38f6a46939e3,user_076,analyst,2026-06-11 10:25:08,2026-06-11 14:38:08,21,6,0,21,1,1,4,4,0,13.552,4.381,0,0,253.0,10.416666666666666,3,0,0,0.0,0.6453333333333333,normal,1.4572,0.5072,0.4047,0.0,0.0,0.0,0.0,2.6207,0.0,0.5544,0,0.0,cold_start,24.21,24.21,24.21,24.21,0.0,0.0,20.58
session_70c27b4c8ccf,user_041,finance,2026-06-11 10:27:43,2026-06-11 13:58:43,13,4,0,13,1,1,3,1,2,94.638,49.548,0,0,211.0,10.45,3,0,0,0.0,7.279846153846154,normal,2.1584,0.1341,0.4721,0.0,0.0,0.0,0.0,1.3878,0.0,0.4614,0,0.0,cold_start,20.6,20.6,20.6,20.6,0.0,0.0,17.51
session_5f2b61c1b9f6,user_047,developer,2026-06-11 10:28:47,2026-06-11 15:01:47,15,6,0,15,1,1,5,0,0,0.0,0.0,0,0,273.0,10.466666666666669,3,0,0,0.0,0.0,normal,1.3144,0.0908,0.5059,0.0,0.0,0.0,0.0,0.0,0.0,0.2123,0,0.0,cold_start,10.07,10.07,10.07,10.07,0.0,0.0,8.56
session_fec7a9c09e85,user_025,hr,2026-06-11 10:31:23,2026-06-11 15:14:23,22,6,0,22,1,1,3,3,0,5.746,3.178,0,0,283.0,10.516666666666667,3,0,0,0.0,0.2611818181818182,normal,2.9678,0.0547,0.8431,0.0,0.0,0.0,0.0,0.8554,0.0,0.5246,0,0.0,cold_start,23.07,23.07,23.07,23.07,0.0,0.0,19.61
session_64f030a8649d,user_056,hr,2026-06-11 10:32:56,2026-06-11 12:43:56,10,4,0,10,1,1,3,4,0,167.8,64.224,0,0,131.0,10.533333333333331,3,0,0,0.0,16.78,normal,1.8282,3.0761,1.2647,0.0,0.0,0.0,0.0,4.179,0.0,1.1498,0,0.0,cold_start,43.72,43.72,43.72,43.72,20.0,0.0,39.17
session_ed15da7ef500,user_055,analyst,2026-06-11 10:35:13,2026-06-11 14:37:13,19,2,0,19,1,1,4,5,0,76.086,26.819,0,0,242.0,10.583333333333334,3,0,0,0.0,4.004526315789474,normal,1.2251,0.479,0.6745,0.0,0.0,0.0,0.0,2.0094,0.0,0.4876,0,0.0,cold_start,21.64,21.64,21.64,21.64,0.0,0.0,18.39
session_ad4783c841dd,user_078,developer,2026-06-11 10:36:26,2026-06-11 16:14:26,24,2,0,24,1,1,5,0,0,0.0,0.0,0,0,338.0,10.6,3,0,0,0.0,0.0,normal,1.5321,1.0044,1.1804,0.0,0.0,0.0,0.0,0.0,0.0,0.413,0,0.0,cold_start,18.66,18.66,18.66,18.66,0.0,0.0,15.86
session_5e96a3a7f65c,user_053,hr,2026-06-11 10:43:26,2026-06-11 13:18:26,10,2,0,10,1,1,3,5,0,21.039,5.665,0,0,155.0,10.716666666666669,3,0,0,0.0,2.1039000000000003,normal,1.5888,2.2787,1.1804,0.0,0.0,0.0,0.0,0.3127,0.0,0.5956,0,0.0,cold_start,25.76,25.76,25.76,25.76,0.0,0.0,21.89
session_d23e6f9f1114,user_075,developer,2026-06-11 10:44:33,2026-06-11 15:29:33,21,2,0,21,1,1,5,0,0,0.0,0.0,0,0,285.0,10.733333333333333,3,0,0,0.0,0.0,normal,1.8059,0.1799,0.5059,0.0,0.0,0.0,0.0,0.0,0.0,0.2769,0,0.0,cold_start,12.93,12.93,12.93,12.93,0.0,0.0,10.99
session_9d58e620fcdb,user_005,hr,2026-06-11 10:46:56,2026-06-11 14:22:56,13,3,0,13,1,1,3,2,0,6.590999999999999,4.845,0,0,216.0,10.766666666666667,3,0,0,0.0,0.5069999999999999,normal,1.6943,0.7944,0.5902,0.0,0.0,0.0,0.0,0.6879,0.0,0.4185,0,0.0,cold_start,18.88,18.88,18.88,18.88,0.0,0.0,16.05
